ul.	Konfederacka
ul.	Konińska
ul.	Konopna
ul.	Marii Konopnickiej
ul.	Bolesława Kontryma
ul.	Konwaliowa
ul.	Kopanina
ul.	Kopciuszka
ul.	Kopcowa
ul.	Onufrego Kopczyńskiego
ul.	Mikołaja Kopernika
os.	Mikołaja Kopernika
ul.	Koprowa
ul.	Koprzywnicka
ul.	Andrzeja Kopy
ul.	Kopylnik
ul.	Koralowa
ul.	Korbielowska
ul.	Janusza Korczaka
ul.	Korczyńska
ul.	Augustyna Kordeckiego
ul.	Wojciecha Korfantego
ul.	Kormorana
ul.	Kórnicka
ul.	Koronkarska
ul.	Koronna
ul.	Koronowska
ul.	Korwetowa
ul.	Korzenna
ul.	Kościańska
ul.	Kościelna
ul.	Józefa Kościelskiego
ul.	Kościerzyńska
ul.	Tadeusza Kościuszki
ul.	Kosiarzy
ul.	Zenona Kosidowskiego
ul.	Antoniego Kosińskiego
os.	Kosmonautów
ul.	Kosowska
ul.	Juliusza Kossaka
ul.	Józefa Kostrzewskiego
ul.	Kostrzyńska
park	Kosynierów
wiadukt	Kosynierów Górczyńskich
ul.	Kosynierska
ul.	Koszalińska
ul.	Tadeusza Kotarbińskiego
ul.	Kotlarska
ul.	Kotlińska
ul.	Kotowo
ul.	Władysława Kotwicza
ul.	o. Honoriusza Kowalczyka
ul.	Kowalewicka
ul.	Henryka Kowalówki
ul.	Kowalska
ul.	Rocha Kowalskiego
ul.	Kowarska
ul.	Romana Kozaka
ul.	Kozia
ul.	Kozienicka
ul.	Koziorożca
ul.	Władysława Kozłowskiego
ul.	Jana Koźmiana
ul.	Koźmińska
ul.	Krajenecka
ul.	Krakowiaków i Górali
ul.	Krakowska
ul.	Kramarska
ul.	Krańcowa
ul.	Krapkowicka
ul.	Ignacego Krasickiego
ul.	Zygmunta Krasińskiego
ul.	Kraśnicka
ul.	Krasnoludków
ul.	Józefa Kraszewskiego
ul.	Jakuba Krauthofera
ul.	Kresowa
ul.	Krobska
ul.	Krokusowa
ul.	Królewny Śnieżki
ul.	Królewska
ul.	Stanisława Królickiego
ul.	Królowej Jadwigi
most	Królowej Jadwigi
ul.	Krośnieńska
ul.	Krośniewicka
ul.	Krótka
ul.	Krotoszyńska
ul.	Krucza
ul.	Kruszwicka
ul.	Krwawnikowa
ul.	Iwana Kryłowa
ul.	Krynicka
ul.	Bolesława Krysiewicza
ul.	Kryształowa
ul.	Krywiczańska
ul.	Krzemieniowa
ul.	Krzepicka
ul.	Krzesiny
ul.	Krzeszowicka
ul.	Krzywa
ul.	Ludwika Krzywickiego
ul.	Krzywińska
ul.	Bolesława Krzywoustego
ul.	Krzyżowa
ul.	Krzyżówki
ul.	Książęca
ul.	Księcia Józefa
ul.	Księżycowa
ul.	Zygmunta Kubiaka
ul.	Ku Cytadeli
ul.	Ku Dębinie
ul.	Kudowska
ul.	Kujawska
ul.	Kukułcza
ul.	Marii Kuncewiczowej
ul.	Stanisława Kunickiego
ul.	Kupały
ul.	Heleny Kurcewiczówny
skwer	Jerzego Kurczewskiego
ul.	Kurlandzka
ul.	Karola Kurpińskiego
ul.	Kurpiowska
ul.	Kurzanoga
ul.	Kutnowska
ul.	gen. Tadeusza Kutrzeby
ul.	Kuźnicza
ul.	Eugeniusza Kwiatkowskiego
ul.	Kwiatowa
ul.	Kwidzyńska
ul.	Kwiryny
ul.	Łabędzia
ul.	Łabiszyńska
ul.	Lachowicka
ul.	Łacina
ul.	Lądecka
ul.	Łady
ul.	Łagiewnicka
ul.	Łagodna
ul.	Łagowska
ul.	Łąkowa
ul.	Mariana Langiewicza
ul.	Łanowa
